author,comment,published_at
@berhen7360,"To Red Bull media team .. Great footage again.. But please skip the voices, the fake team radio.. This vid is better with just the motor sound ,, and we get the story line ,, its not that difficult .. Keep up the good footage",2021-09-08T19:52:49Z
@nischal4444,Wow,2021-09-08T19:51:30Z
@deltasterone,Great spot but you must know italians will never get in love with RedBull,2021-09-08T19:48:20Z
@marcozorzetto1402,Wasn&#39;t verstappen  who drive the car...,2021-09-08T19:47:03Z
@pipe.gigione.lorati694,Noooo where is CATANIA,2021-09-08T19:46:03Z
@robertoospedale968,Un video spettacolare sulla nostra incantevole città....❤❤,2021-09-08T19:43:17Z
@gaesc.,Bella Palermo senza traffico,2021-09-08T19:43:04Z
@rosabrala11,Palermooooo,2021-09-08T19:42:00Z
@geraldillo,"Beautifully produced commercial, except for the dialogues...",2021-09-08T19:41:09Z
@luismejia6931,"Where is Checo?, why he didn&#39;t record a video also?",2021-09-08T19:40:35Z
@diegopellegatta381,bellooooooooo<br>venite anche a Busto Arsizio a fare un giro,2021-09-08T19:38:55Z
@ritacina5704,"Just Amazing, Palermo the most wonderful city in the world!! Thanks à lot,  Red Bull ,  for sharing this  Unbielivible Video!",2021-09-08T19:38:27Z
@sergiosergio5244,Dronepilot with last name Verstappen? Man got skills,2021-09-08T19:37:37Z
@fabrivalente8954,La cosa più bella in assoluto è jakidale 😂😂,2021-09-08T19:36:37Z
@mega-my3fm,"Mi sta salendo il patriottismo, quant&#39;é bella la mia città.❤️",2021-09-08T19:36:21Z
@biceali7212,"It&#39;s crazy how they managed to empty the most crowded place in Sicilia, smh. I&#39;ve never seen Palermo this beauty.",2021-09-08T19:35:31Z
@Catdad_YN,as always love the PR!! great video! 🙌🏻👍🏻,2021-09-08T19:35:06Z
@ilsudgraffiti,"Non sapete le bestemmie che vi ho tirato qua di avete bloccato una città, ma vedendo il video me ne pento 😆",2021-09-08T19:34:02Z
@corradobonansea903,..bellissimo spot : Palermo lo merita 👍,2021-09-08T19:33:16Z
@joe5boost,sooo epic,2021-09-08T19:29:19Z
@marcinkowal658,cool !!!!!!,2021-09-08T19:27:43Z
@gianlucadiprima8176,"Un mix di emozioni, a volte noi Palermitani dimentichiamo quanta bellezza e Storia abbiamo intorno a noi ! A prescindere dalla potenza e bellezza della F1 Redbull.. ma quanto è bella Palermo ? ! Mi lassa senza ciatu❤",2021-09-08T19:26:21Z
@josecarloscampelo7501,"Viva Italya, Max Verstapen será Campeão Mundial em 2021, bravíssimo.😄😄😄",2021-09-08T19:25:58Z
@donoctavian,Fake. It&#39;s not Verstappen in that F1 car😑,2021-09-08T19:23:58Z
@karstenkurz8176,"This car has no Honda Engine fittet, that‘s for sure. But it‘s this what i called a Formula 1 car",2021-09-08T19:23:02Z
@anapinto5156,Where is Giuseppe Rizzo?,2021-09-08T19:20:58Z
@aleo4148,Fantastico,2021-09-08T19:18:23Z
@dobbshonda,Love these videos. Wish they had checo in them<br>As well,2021-09-08T19:13:41Z
@cjanssen5466,That sound is f*ck awesome,2021-09-08T19:12:58Z
@Annabella....,Fantastica meravigliosa pubblicità...complimenti 👏👏👏👍👍👍👍,2021-09-08T19:12:12Z
@alessandro3985,Is it seb&#39;s car?,2021-09-08T19:10:19Z
@sergiovella5515,GRAZIE MAX e GRAZIE RED BULL.,2021-09-08T19:08:50Z
@Ambitttttt,porca madonna 🇮🇹❤️,2021-09-08T19:07:48Z
@aranciodarius2002,il video è un connubio di bellezza artistica e tecnologica e culturale,2021-09-08T19:07:17Z
@keeszandbergen6265,Simply lovely 🥰,2021-09-08T19:06:13Z
@TheMeatDeluxe,I miss this engine sound,2021-09-08T19:05:25Z
@marcbercht4021,So the story is: Max goes from Zandvoort via Palermo all the way back to the north of Italy. Ridiculous and such a waste of money.,2021-09-08T19:03:43Z
@88Kelevra88,Stupendo! Viva Palermo ❤️,2021-09-08T19:03:07Z
@marcoviglianisi3082,"Come visit Palermo, it’s a wonderful city",2021-09-08T19:02:05Z
@antoninolavara1413,Stupenda la mia città ❤❤💯👍,2021-09-08T19:01:33Z
@josephcataldo76,Thank you Red bull...I Love Palermo ❤️,2021-09-08T18:57:40Z
@ricardovelazquez9984,Wowwwwwww que hermosos video,2021-09-08T18:56:07Z
@superely4376,Con tutta sta pubblicità se non vince fa na bella figura di merda...,2021-09-08T18:53:17Z
@qq0024,Che biedda paliaimmu ahahha grande la red bull e grande Max,2021-09-08T18:52:28Z
@santhoshkumarraju2000,PRed PRbull,2021-09-08T18:49:42Z
@henriquefdias,Top... The Best team of f1! Success in Monza,2021-09-08T18:49:39Z
@dckstrat90,$10 it&#39;s DC in that car,2021-09-08T18:48:10Z
@giorgio812004,Grazie,2021-09-08T18:44:42Z
@notyourcap,Wauw 🤩😍,2021-09-08T18:43:50Z
@francescogallina4810,La mia città è bellissima 😍😍😍purtroppo buona parte di chi ci vive non la merita,2021-09-08T18:40:42Z
@valeriospera,Grazie 🇮🇹,2021-09-08T18:40:19Z
@maxwellmoon9040,Absolutely criminal that the through the nose shot was only used once,2021-09-08T18:39:54Z
@HomingFung,Isn&#39;t the car in the video Vettle&#39;s old V8 Renault and not a Honda?,2021-09-08T18:37:35Z
@giacomo46455,E la Ferrari muta,2021-09-08T18:36:39Z
@Viper-ut4oz,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=182"">3:02</a> Is this guy thinking the same as what I&#39;m thinking of? A new street circuit in Palermo for 2022.😅",2021-09-08T18:35:56Z
@giuseppasantonocito8523,Ma che spettacolo!!!! La mia amata Palermo❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2021-09-08T18:34:34Z
@daniyaldanish8996,🤯👍👊👌😮,2021-09-08T18:32:17Z
@disegnatore72,È la vettura del 2016 ?,2021-09-08T18:30:58Z
@rosaneroforever6466,Grazie per aver fatto questo dono alla mia città😊.......Palermo mi manchi!!!,2021-09-08T18:27:11Z
@ruanerwee394,imagine getting married and you hear that screaming v8,2021-09-08T18:27:07Z
@germanvazquez2008,Este es el año de Red Bull aguante Max,2021-09-08T18:26:37Z
@TGBlvdx,Push push,2021-09-08T18:25:39Z
@filippocracco,When your budget is higher than the budget cap and you don’t know ho to spend money,2021-09-08T18:25:23Z
@lucamilanesi6985,Awesome !!!!!!,2021-09-08T18:23:56Z
@antoninogiordano413,"Mi sono emozionato, Palermo è molto più... ma quel poco che si vede lo avete valorizzato al meglio... GRAZIE!!!",2021-09-08T18:23:07Z
@gabrielemuratore313,"Orgoglioso della bellezza della MIA PALERMO, città meravigliosa che viene esaltata da questo video ATOMICO ed emozionante!",2021-09-08T18:22:47Z
@FoleyBirth,"Che regia, complimenti.",2021-09-08T18:20:02Z
@asyranaqid644,SEND IT GUYSSS!,2021-09-08T18:16:07Z
@MarioRossi-kj4ti,Sapete come si chiama la colonna sonora della pubblicita&#39;?,2021-09-08T18:15:46Z
@User-dd2xv,If wasn&#39;t  for Red bull F1 95% of the Jamaica wouldn&#39;t know about Formula 1. Thank you Red Bull. Hope to see you again one day in our small island. 😉 We have a new race track but if you prefer New Kingston or the North South Highway it is up to you.,2021-09-08T18:14:38Z
@jaimepalma6163,Muy buen video no solo es velocidad si no la cultura de los países que visita la F1 excelente por redbull,2021-09-08T18:14:18Z
@mirandamorris6140,Yes Red Bull! 🙌🏽👏🏽🤌🏽,2021-09-08T18:14:10Z
@claudiocaimi6485,Monza forever però  un gp un giorno a pergusa  non sarebbe  male! Ciao  guys,2021-09-08T18:13:59Z
@MarkSC192,Grazie mille RedBull Honda. Forza Palermo!!!,2021-09-08T18:13:29Z
@shinn197,Love to watch a video like this by RedBull team use the fire car to run around the world and share every culture of the country. Simply lovely! Share this video! Share around the world!🔥🔥🔥,2021-09-08T18:12:32Z
@DarkPower79YouTuber,CHE CI FA JAKIDALE QUI AHAHAHHAHAHA,2021-09-08T18:11:08Z
@giuseppebuscemi893,"Viene la pelle d&#39;oca a vedere Palermo, connubio di città d&#39;arte e tecnologia estrema F1. Straordinario",2021-09-08T18:09:38Z
@ioanngeo006,Red Bull Honda of 2021 is the most completed f1 car of last 10 years. Congratulations Red Bull and Honda.,2021-09-08T18:07:46Z
@LXyx-pi6tc,I nostri politici litigano perché sono stati pagati 182€ di suolo pubblico e non si rendono conto del meraviglioso spot fatto alla città di Palermo. Grazie Red Bull Racing.,2021-09-08T18:04:56Z
@eclypse4789,Perfavore avvisatemi quando tornate col gioiellino e con Max soprattutto!Un autografo non fà male 😂,2021-09-08T18:02:58Z
@djtrinacry3558,This is Sicily. Not Italy.,2021-09-08T18:00:44Z
@filippobuttitta563,"Che video spettacolo, fatto davvero benissimo, e che città meravigliosa è Palermo!<br>Ecco come dovrebbe e potrebbe essere Palermo con le sue immense bellezze, ricchezze e diversità e non piena di munnizza e disservizi vari.",2021-09-08T18:00:07Z
@Pietro-kf6wo,"Video semplicemente fantastico...Forza Red Bull, forza Verstappen, Palermo tifa per Te...! !Simply fantastic video ... Come on Red Bull, come on Verstappen, Palermo cheers for you ... !!",2021-09-08T17:57:25Z
@riccardoscalia7694,We can never thank you enough.. You have shown our beautiful city in a way we never imagined,2021-09-08T17:57:01Z
@angelomattei,poteva anche starsene in Olanda se è per questo...,2021-09-08T17:55:01Z
@pierpaolocappuccio3432,Tutto bello e spettacolare! Anche la controfigura di Verstappen non è malaccio. Credo che Max abbia visto lo spot mentre era in Austria per il gp giusto?,2021-09-08T17:53:34Z
@MoriaMariana,Why do I have a sneaking suspicion that Max wasn&#39;t the one driving the car....hmmmm???🤔,2021-09-08T17:51:01Z
@RobertoFiorellino,"Fantastico video! Avete jfatto sparire traffico, buche sulla strada ed immondizia ad ogni angolo, ma come avete fatto!? 😜",2021-09-08T17:49:10Z
@Anonymous_30,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=145"">2:25</a> one of the best drone shots I ever saw<br>Hats off to the controller",2021-09-08T17:47:39Z
@salvopar3759,Solo per questo video tiferò Max a Monza!,2021-09-08T17:43:42Z
@thespeakersreview99,Gasly way better,2021-09-08T17:43:21Z
@alkokizo7849,Max pissing on Ferrari in city centre hmmmm..........<br>But video is amazing,2021-09-08T17:42:58Z
@alessandroalaimo4458,La Sicilia che tutti vorremmo vedere,2021-09-08T17:42:49Z
@lucs0091,2009 car?,2021-09-08T17:41:54Z
@timbraska6750,It&#39;s actually funny to remember that the guy walking through that crowd can impposibly be Max.,2021-09-08T17:38:49Z
@palam66,Che musica è quella che si sente in chiesa con gli sposi ?,2021-09-08T17:34:24Z
@CristianBasileOfficial,Minchia!,2021-09-08T17:33:52Z
@gisellasalvato4690,Troppo bello,2021-09-08T17:31:13Z
@MrPasquale1986,Grazie RedBull.,2021-09-08T17:29:17Z
@sylviawalther,❤️,2021-09-08T17:28:58Z
@GIUSEPPERICOTTAdaPALERMO,"FORZA <a href=""http://www.youtube.com/results?search_query=%23palermo"">#PALERMO</a>! 💓🖤💓🖤💓🖤",2021-09-08T17:28:15Z
@michelecostanzo201,Sicilia ❤🇮🇹🔝👏👏👏,2021-09-08T17:27:04Z
@andreaschio614,La mia meravigliosa Palermo ❤️❤️,2021-09-08T17:26:45Z
@joancaro,"Wow, you are amazing!!",2021-09-08T17:22:52Z
@vassallo49,"Grazie Max, sei grande!",2021-09-08T17:22:10Z
@Klont123,"Why did Max go to Palermo from Zandvoort? It seems more logical to just drive to Monza on the road, instead of getting to an island by boat. And then take the boat to get off it again.",2021-09-08T17:21:35Z
@henkblom5944,FANTASTIC!!,2021-09-08T17:19:14Z
@rennywc2884,"Give me Palermo GP, now.",2021-09-08T17:19:01Z
@enricopesare5281,La macchina di vestappen traballa l&#39;anteriore ci sono le bucche sulla strada  hahahaha la solita Italia,2021-09-08T17:18:49Z
@angelogiorgianni2530,Altro che MonteCarlo,2021-09-08T17:18:23Z
@marcomatranga,Tutti i Palermo in questo momento: “TALEEE UNNE SUNNU”,2021-09-08T17:17:05Z
@olographics,Great cinematic promotion!!!<br>Would be more awesome if Max really was driving the RB.<br>Can&#39;t wait to see what the guys of RB have in store for México GP with Checo.<br>Excellent as always!!!,2021-09-08T17:15:41Z
@sicilyeverywhere,It is an honour to host Red Bull! 🤗 Thanks for choosing Sicily! 😊 Hope you enjoyed our land 😊 Can&#39;t wait to have you here again and good luck for the rest of 2021 season! 😃,2021-09-08T17:12:51Z
@enricopesare5281,Ferrari no?,2021-09-08T17:12:11Z
@ferrigno6374,Avete bloccato una città ma ne è valsa la pena!,2021-09-08T17:07:31Z
@titinostefano,Poche citta al mondo riescono a restituire una scenografia cosi spettacolare e favolosa,2021-09-08T17:06:24Z
@mikimosky4109,Welcome to <del>Italy</del> Sicily! 🍋❤🎉,2021-09-08T17:01:32Z
@logano7678,Idk how red Bull isn’t everyone’s favorite team after all this stuff,2021-09-08T16:59:36Z
@101Altaaf,NOT MAX. NOT MAX&#39;S VOICE. NOT MAX&#39;S CAR.,2021-09-08T16:58:12Z
@gisif2237,"È stupendo, che meraviglia la mia città❤",2021-09-08T16:57:52Z
@juanmanuelalvarezramirez3272,"God, let&#39;s go for that championship and I send you many greetings I am Mexican and as you will know, you already know who I am with 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽 I send you GREETINGS and a strong will ☝️☝️☝️🙏🙏💪💪💪✌️ ✌️✌️🏁",2021-09-08T16:57:35Z
@juanmanuelalvarezramirez3272,"As well as saying hello, Italy, we are here and we are going for that one, I liked the video hahahahaha, it&#39;s good, listen in the land of Ferrari and it will be good, good race and I am not going to miss it first.",2021-09-08T16:54:06Z
@N-e0N,Lesson learnt: there are no kids or unattractive women in Italy,2021-09-08T16:52:36Z
@margherita9098,Palermo ❤️,2021-09-08T16:52:32Z
@leonardoluc6362,"Stunning shots thanks Red Bull. Max, Max super Max he is the King",2021-09-08T16:48:44Z
@This_Is_Not_My_Username,Spoiler alert... Max was not driving.,2021-09-08T16:48:23Z
@magimmer103,Why red bull still using 2011 car instead 2012 or 2013,2021-09-08T16:46:50Z
@annalena6860,Spettacolare,2021-09-08T16:46:20Z
@CrashForce,Red Bull always killing it with these videos as per usual! 🔥🔥🔥,2021-09-08T16:44:50Z
@gaetanotravaglio4129,"great video, congrats to video team",2021-09-08T16:43:45Z
@MsALIBAB,BELLISSIMA PALERMO,2021-09-08T16:43:43Z
@DENNISADLER,Der japanische Holländer weckte die Stadt.<br><br>L&#39;olandese giapponese ha svegliato la città.<br><br>The Japanese Dutchman woke up the city.<br><br>Японский Нидерландец разбудил город. <br><br>日本のオランダ人が街を目覚めさせた。,2021-09-08T16:42:00Z
@claudioprestopino9074,"Fantastico, davvero. Progetto entusiasmante che rende giustizia ad una città FAVOLOSA...Ma, c&#39;è un frame nel quale appare Werstappen a Palermo?",2021-09-08T16:41:20Z
@CarlJohnson-ue8so,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=97"">1:37</a> that scene gives me GT4 memories",2021-09-08T16:40:57Z
@isabellagiacona9095,SPETTACOLARE🤩🤩🤩🏎️🏎️🏎️,2021-09-08T16:40:23Z
@DiogoGaming2,Why dont you do this things when F1 comes to Portugal guys???? COME TO RAMPA DA FALPERRA!!! ITS FUN AF,2021-09-08T16:39:19Z
@ShacharOz,Nice video. $$$,2021-09-08T16:39:17Z
@DanieleRemia85,Se c era la Rossa veniva superata anche dal carretto delle spremute,2021-09-08T16:39:11Z
@SocratesDeepSenses,I am a DJI drone videographer and I have to admit that this video’s aerial shots are stunning!!,2021-09-08T16:38:52Z
@S_G_1_9,"In 50 years people are gonna wonder why flowers got under their house, then watch this video....",2021-09-08T16:38:43Z
@mattix9074,Benvenuti in Italia🇮🇹❤️,2021-09-08T16:37:52Z
@jasonzw6754,Yesss😍😍😍,2021-09-08T16:36:28Z
@gambinoi8078,Man I miss that V8 sound,2021-09-08T16:35:39Z
@vishnuraju5061,Hey that&#39;s the front road of my home,2021-09-08T16:34:17Z
@clickstudiophotogallery544,W Palermo Santa Rosalia &amp; a RedBull,2021-09-08T16:32:34Z
@genoveffoartusi1797,top video,2021-09-08T16:31:51Z
@mitchsfishes1719,"At this point I feel like Red Bull is production/videography company first, an F1 team second, and an energy drink company third.  When they are done with their engine factory we might know them for that as we are all driving around with RB engines in our cars 😂",2021-09-08T16:31:17Z
@filippomilito5394,MI RACCOMANDO FATE VINCERE LA FERRARI A MOZA,2021-09-08T16:31:09Z
@Joozt112,I don&#39;t get it... why Palermo? It&#39;s on the complete opposite side of Italy. No correlation with Monza.. or am I missing something.,2021-09-08T16:30:47Z
@heetcrusher2880,I think this is my favorite one that they have done. RB great job. Coolest team in F1 by a mile.,2021-09-08T16:29:53Z
@nokibrafid2877,Hope Max would conquer Monza,2021-09-08T16:28:57Z
@IvanoClubbingTube,Fantastico video e splendida Palermo!,2021-09-08T16:28:52Z
@dreamonline1996,100% thought that was Lance getting married before he turned around,2021-09-08T16:27:18Z
@mamueldzul2596,Excelente video soy fans de red bull desde que checo perez pertenece al equipo red bull y máx y checo los mejores🌟🌟🌟🌟🌟,2021-09-08T16:25:21Z
@dominiclopez9771,The wdc is yours king max 🤴🏻,2021-09-08T16:24:59Z
@Conservator.,Beautiful and spectacular video and city. <br>But why Palermo? Am I missing a link?,2021-09-08T16:24:37Z
@matteociani7721,Io durante quasi tutto il video : “la marciaaaaa metti la marciaaa”,2021-09-08T16:24:20Z
@GUSTAVO666100,"This video is incredible, I just wonder, when are you going to invite your other pilot? Or does Max just run with you?",2021-09-08T16:23:38Z
@francescacollesano5846,Chista si chiama...MERAVIGGHIA!<br>è uno spettacolo!<br>Grazie redbull per aver fatto risplendere la mia Palermo❤,2021-09-08T16:22:19Z
@peppe19_86,Ma quanto diamine è bella Palermo?,2021-09-08T16:22:12Z
@pietervanderzwaag6035,I wonder who drove,2021-09-08T16:21:26Z
@tutone091,Davvero un video clamoroso,2021-09-08T16:19:55Z
@binsarhutagalung4497,"im proud how mature he is now, he prove he can beat lewis last race. redbull racing honda, the best car and the better engine right now. free engine root for next year,wow",2021-09-08T16:19:43Z
@diegoruiz3000,Mas vale que checo se pasee en un f1 por la zaragoza en noviembre por el gp de mexico,2021-09-08T16:18:23Z
@carlosperal4001,Equipo Red,2021-09-08T16:17:32Z
@enricostecco7248,See you at Monza!!!,2021-09-08T16:17:27Z
@TheMec1978,Hermoso!!!<br>Saludos desde Argentina.,2021-09-08T16:17:12Z
@valerionovelli,"Questa è Palermo (Nella sua versione migliore, quella che dovremmo cercare e coltivare).",2021-09-08T16:16:29Z
@aguirrevillanuevajuancarlo4792,This is pure art! Great shots! Just beautiful,2021-09-08T16:16:21Z
@lucasleoniaudiovisual,Che beeeellooo,2021-09-08T16:16:19Z
@ajamesc55,"Ferrari,, &quot;how dare you, this is our country&quot;",2021-09-08T16:16:12Z
@albertodesumma2273,Ok,2021-09-08T16:13:13Z
@furkangocer4893,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=205"">3:25</a> I love ittttt.",2021-09-08T16:11:30Z
@fabriziotallo1571,"Only for palermitans:<br><br>Si dice che il pilota sia stato multato dal sindaco Orlando per aver guidato all&#39;interno della ZTL... Alla Favorita ha superato il limite di velocità di 50 Km/h, e a Mondello ha invaso l&#39;accesso al porticciolo che è di competenza esclusiva dei pedoni.<br>Insomma al collaudatore Patrick Frischacher hanno stracciato la patente... :) ;) :)<br><br>Thanks a lot Red Bull, win for us !!!",2021-09-08T16:11:03Z
@tonytaverna3128,"Very nice, I&#39;m a Ferrari fan but I must admit that RedBull world is outstanding",2021-09-08T16:09:24Z
@paoloculotta6602,😍❤️,2021-09-08T16:08:26Z
@dariotamburello1329,Amazing job! Thank you City of Palermo and Red Bull for this wonderful video promotion. 😍,2021-09-08T16:06:09Z
@gertiballiu7179,C’è chi ha guardato questo video pk c’è jakidale e c’è chi mente,2021-09-08T16:05:25Z
@4g5y,How I miss that engine note!,2021-09-08T16:05:23Z
@teflon1216,max driving in a green indoor stadium :),2021-09-08T16:05:17Z
@ALEXBARCAofficial,Jakidale numero 1,2021-09-08T16:03:42Z
@minopino3,"Sicilie, ik moet toch weer eens naar mijn tante Maria, om lekkere pasta te eten. Thx Max",2021-09-08T16:03:01Z
@FuriaAndMimma,"Palermo, semplicemente la città più bella del mondo &lt;3",2021-09-08T16:01:53Z
@wagwandubzxxx7450,Monza is hype every year but this video got me soooooo ready for max to win his first championship I really wanna see Lewis do it also win his 8th but max has been grinding now for a long time,2021-09-08T16:01:08Z
@ricardocortes911,"Hermoso video , Saludos desde México",2021-09-08T15:58:50Z
@mikew8983,Lmao Tifosi be sweating after seeing the Orange Army,2021-09-08T15:58:29Z
@samuelecavataio1891,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=191"">3:11</a>",2021-09-08T15:58:21Z
@tanofailla2674,"Negli anni 80, 90 questa città mi faceva tanta paura. Adesso si respira  un&#39;aria diversa grazie al sacrificio di tanti eroi anche se c è ancora tanto da fare",2021-09-08T15:57:00Z
@yaylah7314,Full of cliches but no trash in sight around the city. What a miracle!,2021-09-08T15:56:57Z
@DjMashidj,Senza @jakidale non sarebbe stata la stessa cosa!!!,2021-09-08T15:55:11Z
@ThijsAanHetGamen,"So this is where all the money outside of the budget cap goes to, interesting!",2021-09-08T15:53:16Z
@salvo1166,Città paralizzata dal traffico ma ne è valsa la pena!,2021-09-08T15:51:03Z
@fabriziotallo1571,"Thanks, Red Bull but he isn&#39;t Max. An amazing postcard about Palermo. I hope Max will be world champion. Arrivederci.",2021-09-08T15:51:02Z
@federicoroselli2178,Questo si che è fare pubblicità,2021-09-08T15:50:27Z
@giubbannuxspannung2445,Vota Patanè senza chiederti il perché,2021-09-08T15:49:56Z
@toshaks,Plot twist: It was Alex Albon who was driving the car! ;),2021-09-08T15:49:53Z
@toshaks,I wanna know who was really driving!?,2021-09-08T15:48:14Z
@elebel6471,"fantastic Palermo with its colors, its monuments and its street food",2021-09-08T15:48:09Z
@helmek3430,Mercedes fans press the dislike button :D,2021-09-08T15:46:59Z
@kepong23,That&#39;s not even him. Lol but yeah he&#39;s winning monza.,2021-09-08T15:45:25Z
@Carlo2.0,"I’ve been to Mondello beach before, it’s a lovely place",2021-09-08T15:44:47Z
@jony1710,Imagine if it was still a v10 monster. Those stain glass windows would&#39;ve shattered.,2021-09-08T15:44:22Z
@BarbequeFreak,"And this is why Red Bull is the best, on and off the track",2021-09-08T15:43:31Z
@RedTrance,"Che spettacolo!! ..Adesso Red Bull ti prego compra il Palermo e riportalo dove merita, in SERIE A!🥰",2021-09-08T15:42:48Z
@Mr_GMC,Lo spettacolo più impressionante è stato vedere le strade della città con più traffico del mondo completamente vuote.<br><br>In quei giorni la città è stata completamente paralizzata. E la quantità di insulti al sindaco è stata impressionante.,2021-09-08T15:40:01Z
@sujojojojo6090,It&#39;s funny to see Luigi and Guido expression after rushing out just to see a non Ferrari race car🤣,2021-09-08T15:39:04Z
@GilCamorra,Ma il problema di Palermo non era il traffico? 😂😂😂😂😂,2021-09-08T15:38:40Z
@stamosreal,"awesome promo, doubt it was really him driving though",2021-09-08T15:38:26Z
@Brutalino,Che assurdità!!!<br>Bravi markettari del marketing... bella stupidaggine avete creato!!!,2021-09-08T15:38:01Z
@MarlboroLimited,Is he robert Doornboos? Or Vitantonio Liuzzi?,2021-09-08T15:37:13Z
@profahrer5160,"Win in Italy,Grazie Mille🏆",2021-09-08T15:36:19Z
@sirmounted8499,"I like that they use the older car with the V8 for this, almost as if the video wouldn&#39;t be as fun to watch with the sound of a V6 hybrid😂",2021-09-08T15:35:32Z
@antoniogiammanco3663,Spot stupendo….forza max…Palermo in qsto video è magnifica…unica!!!,2021-09-08T15:34:23Z
@IoDavide1,I watched three time.<br>This video is perfect!,2021-09-08T15:33:18Z
@swag1845,😍😍😍😍,2021-09-08T15:32:29Z
@gabrieleschillaci1499,"Red bull sempre al top, la mia squadra preferita dopo Ferrari <br>Il prossimo anno fate una tappa a Catania",2021-09-08T15:32:17Z
@jakekay1050,Notice how the car does not have a halo. Looks so weird without it now,2021-09-08T15:31:38Z
@francescagiordano2734,Palermo è un sentimento ❤️🥰 fiera della mia città ❤️🍋,2021-09-08T15:30:37Z
@fabiolaferrera1387,"Adesso vieni a Catania, Max!",2021-09-08T15:29:39Z
@wonus,"veramente spettacolare l&#39;immagine di Palermo, complimenti a Red Bull per aver scelto la nostra bellissima città e complimenti ai ragazzi di Just Maria per la realizzazione!",2021-09-08T15:28:53Z
@mitchelldejonghe4271,Redbull is king of promotional videos. LOVE IT!,2021-09-08T15:28:49Z
@jeroofficial3326,"Palermo, Palermo... Orgoglioso della mia città, per cui ho scritto &quot;Questa è Palermo&quot;! ❤️",2021-09-08T15:28:41Z
@CitadelPhotography,The fake dialogue really ruins this beautiful film.,2021-09-08T15:28:41Z
@walterescobar8196,Do a road trip in México plis,2021-09-08T15:28:36Z
@lucaorlandini967,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=192"">3:12</a>🙏🏻",2021-09-08T15:28:29Z
@cuoreazzurro1926,Spettacolare 😍,2021-09-08T15:27:54Z
@randallmaihuire60,And Rome Tomorrow please,2021-09-08T15:27:17Z
@jimmyanderson9728,My favorite brand always doing the most. ❤️💙❤️💙❤️💙,2021-09-08T15:27:15Z
@easyeducation2590,this is better than belgium gp,2021-09-08T15:26:24Z
@antoniodacunzo7203,"They Just payed 182€ to the council to make more mess and leave the city’s street dirty , they use the main road to do this video and I repeat they just pay 182€ that’s miserably miserable .",2021-09-08T15:26:03Z
@saleincibo2279,Mammamia! 🇮🇹,2021-09-08T15:25:58Z
@quelo2262,se va alla Magione mi sa che il parcheggiatore gli chiede più di 1 euro...,2021-09-08T15:25:37Z
@ajay3aig,Bring in checo!!!!,2021-09-08T15:23:58Z
@vijayshelke6565,Redbull after the seasons end : We built the so we are gonna use the car,2021-09-08T15:23:38Z
@lidiamessina9713,Sono di Catania peccato,2021-09-08T15:22:19Z
@ReneSebastian,"Not that Max really was in the car, but a great video, really cool!",2021-09-08T15:21:26Z
@yaribakker5241,When is Max going to drive a F1 car upside down?,2021-09-08T15:19:28Z
@AdmanToronto,I would have gone for the Soft Tyre strategy for the pedestrian concourse IMO.,2021-09-08T15:19:23Z
@Noeminikhs,Palermo SICILY 🇮🇲,2021-09-08T15:17:39Z
@giovannimangano6669,Ma?,2021-09-08T15:17:17Z
@germanoalberti7232,beautiful video and amazing Palermo but Italy has moved on from the 1950&#39;s or so...long time ago. We are much more than that.,2021-09-08T15:16:26Z
@jardinero119,"🧢 no way that’s Max, I’m insulted y’all think I would fall for it",2021-09-08T15:16:12Z
@daniellopez-mo3bi,exelente video  y gracias por compartir red bull raicing honda saludos desde mexico,2021-09-08T15:15:12Z
@francescocaponio1883,"Sarò un tifossissimo Ferrari, ma vedere una redbull in giro per Palermo è al quanto emozionante.... <br>Complimenti!!!!",2021-09-08T15:15:04Z
@antlen91,W Santa Rosalia,2021-09-08T15:14:59Z
@jioush,David the 🐐,2021-09-08T15:14:40Z
@ItsBadjas,This is a masterpiece 😍,2021-09-08T15:14:18Z
@mshtysf4646,After crossing finish line in Zandvoort ....<br>F1 Teams : Shipping the cars in Trucks for next Location<br>Max : Keep racing to Monza,2021-09-08T15:13:33Z
@alessiosantoro365,B&amp;B Ai Quartieri a Palermo ❤💯,2021-09-08T15:12:30Z
@CJ-gp9yh,Go max and Checo!,2021-09-08T15:12:11Z
